{51,18,18,7200,0.375,0.375,11,0,[]}.
{52,138,138,7200,0.375,0.375,7,0,[]}.
{53,196,196,7200,0.375,0.375,7,0,[]}.
{54,129,129,7200,0.375,0.375,7,0,[]}.
{55,147,147,7200,0.375,0.375,7,0,[]}.
{56,73,73,7200,0.375,0.375,7,0,[]}.
{57,113,113,7200,0.375,0.375,7,0,[]}.
{58,25,25,7200,0.375,0.375,11,0,[]}.
{59,74,74,7200,0.375,0.375,7,0,[]}.
{60,165,165,7200,0.375,0.375,7,0,[]}.
{61,207,207,7200,0.375,0.375,7,0,[]}.
{62,211,211,7200,0.375,0.375,7,0,[]}.
{63,140,140,7200,0.375,0.375,7,0,[]}.
{64,155,155,7200,0.375,0.375,7,0,[]}.
{65,210,210,7200,0.375,0.375,7,0,[]}.
{66,66,66,7200,0.375,0.375,7,0,[]}.
{67,53,53,7200,0.375,0.375,7,0,[]}.
{68,21,21,7200,0.375,0.375,11,0,[]}.
{69,81,81,7200,0.375,0.375,7,0,[]}.
{70,88,88,7200,0.375,0.375,7,0,[]}.
{71,4,4,7200,0.375,0.375,11,0,[]}.
{72,107,107,7200,0.375,0.375,7,0,[]}.
{73,168,168,7200,0.375,0.375,7,0,[]}.
{74,132,132,7200,0.375,0.375,7,0,[]}.
{75,188,188,7200,0.375,0.375,7,0,[]}.
{76,134,134,7200,0.375,0.375,7,0,[]}.
{77,167,167,7200,0.375,0.375,7,0,[]}.
{78,133,133,7200,0.375,0.375,7,0,[]}.
{79,123,123,7200,0.375,0.375,7,0,[]}.
{80,118,118,7200,0.375,0.375,7,0,[]}.
{81,174,174,7200,0.375,0.375,7,0,[]}.
{82,115,115,7200,0.375,0.375,7,0,[]}.
{83,14,14,7200,0.375,0.375,11,0,[]}.
{84,208,208,7200,0.375,0.375,7,0,[]}.
{85,146,146,7200,0.375,0.375,7,0,[]}.
{86,34,34,7200,0.375,0.375,11,0,[]}.
{87,178,178,7200,0.375,0.375,7,0,[]}.
{88,187,187,7200,0.375,0.375,7,0,[]}.
{89,203,203,7200,0.375,0.375,7,0,[]}.
{90,110,110,7200,0.375,0.375,7,0,[]}.
{91,28,28,7200,0.375,0.375,11,0,[]}.
{92,192,192,7200,0.375,0.375,7,0,[]}.
{93,89,89,7200,0.375,0.375,7,0,[]}.
{94,99,99,7200,0.375,0.375,7,0,[]}.
{95,45,45,7200,0.375,0.375,7,0,[]}.
{96,127,127,7200,0.375,0.375,7,0,[]}.
{97,39,39,7200,0.375,0.375,11,0,[]}.
{98,22,22,7200,0.375,0.375,11,0,[]}.
{99,70,70,7200,0.375,0.375,7,0,[]}.
{100,59,59,7200,0.375,0.375,7,0,[]}.
{101,65,65,7200,0.375,0.375,7,0,[]}.
{102,189,189,7200,0.375,0.375,7,0,[]}.
{103,171,171,7200,0.375,0.375,7,0,[]}.
{104,164,164,7200,0.375,0.375,7,0,[]}.
{105,214,214,7200,0.375,0.375,7,0,[]}.
{106,151,151,7200,0.375,0.375,7,0,[]}.
{107,216,216,7200,0.375,0.375,7,0,[]}.
{108,126,126,7200,0.375,0.375,7,0,[]}.
{109,79,79,7200,0.375,0.375,7,0,[]}.
{110,124,124,7200,0.375,0.375,7,0,[]}.
{111,33,33,7200,0.375,0.375,11,0,[]}.
{112,159,159,7200,0.375,0.375,7,0,[]}.
{113,200,200,7200,0.375,0.375,7,0,[]}.
{114,24,24,7200,0.375,0.375,11,0,[]}.
{115,77,77,7200,0.375,0.375,7,0,[]}.
{116,10,10,7200,0.375,0.375,11,0,[]}.
{117,114,114,7200,0.375,0.375,7,0,[]}.
{118,215,215,7200,0.375,0.375,7,0,[]}.
{119,148,148,7200,0.375,0.375,7,0,[]}.
{120,141,141,7200,0.375,0.375,7,0,[]}.
{121,199,199,7200,0.375,0.375,7,0,[]}.
{122,11,11,7200,0.375,0.375,11,0,[]}.
{123,46,46,7200,0.375,0.375,7,0,[]}.
{124,52,52,7200,0.375,0.375,7,0,[]}.
{125,12,12,7200,0.375,0.375,11,0,[]}.
{126,186,186,7200,0.375,0.375,7,0,[]}.
{127,137,137,7200,0.375,0.375,7,0,[]}.
{128,121,121,7200,0.375,0.375,7,0,[]}.
{129,58,58,7200,0.375,0.375,7,0,[]}.
{130,6,6,7200,0.375,0.375,11,0,[]}.
{131,49,49,7200,0.375,0.375,7,0,[]}.
{132,111,111,7200,0.375,0.375,7,0,[]}.
{133,51,51,7200,0.375,0.375,7,0,[]}.
{134,48,48,7200,0.375,0.375,7,0,[]}.
{135,19,19,7200,0.375,0.375,11,0,[]}.
{136,209,209,7200,0.375,0.375,7,0,[]}.
{137,100,100,7200,0.375,0.375,7,0,[]}.
{138,116,116,7200,0.375,0.375,7,0,[]}.
{139,96,96,7200,0.375,0.375,7,0,[]}.
{140,198,198,7200,0.375,0.375,7,0,[]}.
{141,29,29,7200,0.375,0.375,11,0,[]}.
{142,169,169,7200,0.375,0.375,7,0,[]}.
{143,9,9,7200,0.375,0.375,11,0,[]}.
{144,57,57,7200,0.375,0.375,7,0,[]}.
{145,112,112,7200,0.375,0.375,7,0,[]}.
{146,8,8,7200,0.375,0.375,11,0,[]}.
{147,26,26,7200,0.375,0.375,11,0,[]}.
{148,85,85,7200,0.375,0.375,7,0,[]}.
{149,161,161,7200,0.375,0.375,7,0,[]}.
{150,55,55,7200,0.375,0.375,7,0,[]}.
{151,195,195,7200,0.375,0.375,7,0,[]}.
{152,153,153,7200,0.375,0.375,7,0,[]}.
{153,154,154,7200,0.375,0.375,7,0,[]}.
{154,63,63,7200,0.375,0.375,7,0,[]}.
{155,102,102,7200,0.375,0.375,7,0,[]}.
{156,205,205,7200,0.375,0.375,7,0,[]}.
{157,97,97,7200,0.375,0.375,7,0,[]}.
{158,98,98,7200,0.375,0.375,7,0,[]}.
{159,158,158,7200,0.375,0.375,7,0,[]}.
{160,120,120,7200,0.375,0.375,7,0,[]}.
{161,202,202,7200,0.375,0.375,7,0,[]}.
{162,93,93,7200,0.375,0.375,7,0,[]}.
{163,37,37,7200,0.375,0.375,11,0,[]}.
{164,156,156,7200,0.375,0.375,7,0,[]}.
{165,15,15,7200,0.375,0.375,11,0,[]}.
{166,117,117,7200,0.375,0.375,7,0,[]}.
{167,3,3,7200,0.375,0.375,11,0,[]}.
{168,206,206,7200,0.375,0.375,7,0,[]}.
{169,197,197,7200,0.375,0.375,7,0,[]}.
{170,42,42,7200,0.375,0.375,7,0,[]}.
{171,182,182,7200,0.375,0.375,7,0,[]}.
{172,204,204,7200,0.375,0.375,7,0,[]}.
{173,135,135,7200,0.375,0.375,7,0,[]}.
{174,50,50,7200,0.375,0.375,7,0,[]}.
{175,163,163,7200,0.375,0.375,7,0,[]}.
{176,92,92,7200,0.375,0.375,7,0,[]}.
{177,162,162,7200,0.375,0.375,7,0,[]}.
{178,142,142,7200,0.375,0.375,7,0,[]}.
{179,166,166,7200,0.375,0.375,7,0,[]}.
{180,1,1,7200,0.375,0.375,11,0,[]}.
{181,84,84,7200,0.375,0.375,7,0,[]}.
{182,82,82,7200,0.375,0.375,7,0,[]}.
{183,35,35,7200,0.375,0.375,11,0,[]}.
{184,109,109,7200,0.375,0.375,7,0,[]}.
{185,176,176,7200,0.375,0.375,7,0,[]}.
{186,179,179,7200,0.375,0.375,7,0,[]}.
{187,95,95,7200,0.375,0.375,7,0,[]}.
{188,157,157,7200,0.375,0.375,7,0,[]}.
{189,181,181,7200,0.375,0.375,7,0,[]}.
{190,108,108,7200,0.375,0.375,7,0,[]}.
{191,67,67,7200,0.375,0.375,7,0,[]}.
{192,44,44,7200,0.375,0.375,7,0,[]}.
{193,160,160,7200,0.375,0.375,7,0,[]}.
{194,54,54,7200,0.375,0.375,7,0,[]}.
{195,106,106,7200,0.375,0.375,7,0,[]}.
{196,62,62,7200,0.375,0.375,7,0,[]}.
{197,150,150,7200,0.375,0.375,7,0,[]}.
{198,139,139,7200,0.375,0.375,7,0,[]}.
{199,177,177,7200,0.375,0.375,7,0,[]}.
{200,145,145,7200,0.375,0.375,7,0,[]}.
{201,47,47,7200,0.375,0.375,7,0,[]}.
{202,83,83,7200,0.375,0.375,7,0,[]}.
{203,71,71,7200,0.375,0.375,7,0,[]}.
{204,180,180,7200,0.375,0.375,7,0,[]}.
{205,36,36,7200,0.375,0.375,11,0,[]}.
{206,193,193,7200,0.375,0.375,7,0,[]}.
{207,143,143,7200,0.375,0.375,7,0,[]}.
{208,68,68,7200,0.375,0.375,7,0,[]}.
{209,170,170,7200,0.375,0.375,7,0,[]}.
{210,173,173,7200,0.375,0.375,7,0,[]}.
{211,105,105,7200,0.375,0.375,7,0,[]}.
{212,191,191,7200,0.375,0.375,7,0,[]}.
{213,128,128,7200,0.375,0.375,7,0,[]}.
{214,75,75,7200,0.375,0.375,7,0,[]}.
{215,90,90,7200,0.375,0.375,7,0,[]}.
